node_id,role,counter,temp,humidity,ts_ms,tx_ms
204,hop2,128,-22.4,27.0,26254,38
204,hop2,129,-0.5,67.2,26454,34
204,hop2,130,154.2,3.6,26654,33
204,hop2,131,-21.5,12.3,26855,36
204,hop2,132,183.8,19.8,27055,36
204,hop2,133,167.5,32.3,27255,33
204,hop2,134,31.3,71.4,27455,33
204,hop2,135,82.1,68.9,27655,34
204,hop2,136,155.6,94.3,27855,51
204,hop2,137,116.1,92.1,28055,53
204,hop2,138,185.3,62.0,28255,36
204,hop2,139,117.5,98.9,28455,35
204,hop2,140,2.5,54.2,28655,53
204,hop2,141,162.0,45.1,28855,39
204,hop2,142,124.4,20.2,29056,40
204,hop2,143,146.8,88.1,29256,39
204,hop2,144,18.0,71.1,29456,38
204,hop2,145,33.0,6.3,29656,37
204,hop2,146,24.6,73.7,29856,39
204,hop2,147,0.2,8.7,30056,40
204,hop2,148,191.7,1.7,30256,44
204,hop2,149,-14.2,92.4,30456,42
204,hop2,150,149.6,32.9,30656,39
204,hop2,151,132.1,60.7,30856,35
204,hop2,153,100.9,19.9,31256,39
204,hop2,155,79.9,20.9,31656,39
204,hop2,156,29.1,4.3,31857,40
204,hop2,157,165.7,36.2,32057,38
204,hop2,158,-16.6,37.1,32257,36
204,hop2,159,117.2,99.2,32457,45
204,hop2,160,12.8,89.8,32657,38
204,hop2,161,104.1,21.7,32857,37
204,hop2,162,127.1,3.1,33057,37
204,hop2,163,94.3,60.2,33257,44
204,hop2,164,5.5,50.4,33457,38
204,hop2,165,-24.8,6.8,33657,38
204,hop2,167,90.7,51.4,34057,40
204,hop2,168,132.9,1.2,34257,42
204,hop2,170,123.9,44.3,34658,46
204,hop2,171,12.4,62.6,34858,43
204,hop2,173,134.7,67.6,35258,46
204,hop2,174,91.1,30.9,35458,39
204,hop2,175,173.1,62.0,35658,43
204,hop2,176,193.4,47.5,35858,45
204,hop2,177,171.2,88.0,36058,49
204,hop2,178,35.3,84.0,36258,40
204,hop2,179,119.2,9.5,36458,40
204,hop2,180,106.7,5.4,36658,42
204,hop2,181,193.5,73.1,36858,40
204,hop2,182,85.9,33.2,37058,43
204,hop2,183,45.8,31.8,37259,41
204,hop2,184,-20.4,59.0,37459,46
204,hop2,185,36.6,32.2,37659,42
204,hop2,186,172.5,24.5,37859,49
204,hop2,187,150.4,33.0,38059,45
204,hop2,189,146.8,67.9,38459,45
